代码,名称,最新价,涨跌幅,涨跌额,成交量(股),成交额,振幅,最高,最低,今开,昨收,量比,指数
399415,I100,5522.26,-1.56%,-87.78,20.45亿,314.6亿,2.13%,5622.47,5503.11,5619.81,5610.04,1.04,深证系列指数
399611,中创100R,1915.9,-1.57%,-30.47,36.24亿,572.7亿,2.05%,1949.81,1910.01,1948.94,1946.36,1.01,深证系列指数
399810,CSSW传媒,3125.59,-1.57%,-49.87,13.28亿,144.4亿,2.44%,3190.07,3112.56,3184.34,3175.46,1.07,深证系列指数
399612,中创100,1755.45,-1.57%,-27.91,36.24亿,572.7亿,2.05%,1786.53,1750.05,1785.72,1783.37,1.01,深证系列指数
399358,泰达指数,3165.73,-1.57%,-50.48,17.03亿,179.3亿,2.10%,3226.35,3158.94,3225.09,3216.21,0.93,深证系列指数
399423,中关村50,2545.52,-1.58%,-40.91,33.87亿,316.4亿,2.61%,2604.01,2536.58,2602.72,2586.43,1.24,深证系列指数
399630,1000成长,1390.36,-1.58%,-22.31,109.1亿,1236亿,2.06%,1414.67,1385.54,1414.67,1412.67,1.05,深证系列指数
399557,央视文化,1635.82,-1.59%,-26.51,23.15亿,264.7亿,2.27%,1668.61,1630.95,1663.36,1662.33,1.11,深证系列指数
399315,巨潮中盘,3920.85,-1.59%,-63.31,114.2亿,1085亿,2.35%,4003.19,3909.64,4000.92,3984.17,1.08,深证系列指数
399705,深证中游,2308.79,-1.59%,-37.18,66.08亿,750.8亿,2.15%,2351.97,2301.61,2349.14,2345.97,1.08,深证系列指数
399397,OCT文化,2035.89,-1.60%,-33.14,22.74亿,263.4亿,2.12%,2072.74,2028.83,2069.32,2069.03,1.11,深证系列指数
399100,新指数,8031.29,-1.60%,-130.69,426.4亿,4405亿,2.01%,8170.1,8006.42,8167.53,8161.98,1.04,深证系列指数
399690,中小专利,1905.7,-1.60%,-30.89,9.62亿,66.75亿,2.33%,1943.87,1898.73,1940.77,1936.6,0.9,深证系列指数
399680,深成能源,777.41,-1.61%,-12.74,5.36亿,72.55亿,3.30%,797.85,771.78,788.43,790.15,0.96,深证系列指数
399407,中盘高贝,2459.08,-1.62%,-40.51,34.91亿,418.5亿,2.34%,2510.55,2451.99,2508.95,2499.58,1.02,深证系列指数
399971,中证传媒,1457.76,-1.63%,-24.23,20.58亿,202.7亿,2.29%,1487.24,1453.31,1484.81,1481.99,0.99,深证系列指数
399654,深证文化,2674.79,-1.63%,-44.25,23.17亿,233.6亿,2.13%,2724.15,2666.18,2722.43,2719.04,1.1,深证系列指数
399429,新丝路,1301.7,-1.63%,-21.59,26.89亿,230.5亿,2.29%,1328.33,1297.98,1327.73,1323.28,1.02,深证系列指数
399615,深证工业,2544.58,-1.64%,-42.49,50.22亿,432.1亿,2.35%,2597.58,2536.84,2595.97,2587.07,1.18,深证系列指数
399802,500深市,5205.84,-1.65%,-87.24,82.63亿,785.2亿,2.19%,5306.61,5190.45,5303.65,5293.07,0.95,深证系列指数
399646,深消费50,7757.04,-1.65%,-129.79,22.41亿,390亿,2.47%,7923.8,7728.64,7873.99,7886.83,1.12,深证系列指数
399660,中创EW,2118.81,-1.66%,-35.85,36.24亿,572.7亿,2.29%,2161.78,2112.47,2160.59,2154.66,1.01,深证系列指数
399704,深证上游,3952.35,-1.67%,-67.29,17.25亿,168.1亿,2.22%,4031.59,3942.18,4026.75,4019.64,0.91,深证系列指数
399427,专利领先,2670.94,-1.67%,-45.41,64.33亿,416.4亿,2.46%,2729.99,2663.17,2729.99,2716.35,1.11,深证系列指数
399656,100绩效,5386.66,-1.68%,-92.06,60.8亿,984.8亿,2.15%,5488.32,5370.76,5476.23,5478.72,1.12,深证系列指数
399011,深证1000,4921.64,-1.68%,-83.87,287.7亿,3090亿,2.05%,5008.87,4906.1,5008.77,5005.5,1.06,深证系列指数
399374,中盘成长,3991.54,-1.69%,-68.64,31.96亿,347.4亿,2.54%,4083.33,3980.11,4081.18,4060.18,1.03,深证系列指数
399346,深证成长,3593.05,-1.69%,-61.77,42.86亿,559亿,2.12%,3660.26,3582.67,3660.26,3654.82,1.09,深证系列指数
399658,中小绩效,4022.97,-1.69%,-69.33,32.97亿,478.8亿,2.07%,4099.5,4014.62,4097.68,4092.29,1.02,深证系列指数
399379,国证基金,6895.64,-1.69%,-118.61,108.9亿,203.6亿,2.26%,7036.09,6877.54,7034.49,7014.26,0.92,深证系列指数
399643,创业新兴,1884.71,-1.70%,-32.6,27.96亿,355.5亿,2.37%,1923.74,1878.36,1922.26,1917.31,1.05,深证系列指数
399551,央视创新,6261.37,-1.70%,-108.15,20.55亿,263亿,2.19%,6388.78,6249.15,6385.03,6369.52,1.02,深证系列指数
399679,深证200R,4560.14,-1.71%,-79.19,63.46亿,683.1亿,2.22%,4650.66,4547.56,4648.55,4639.32,1.0,深证系列指数
399009,深证200,4117.63,-1.71%,-71.5,63.46亿,683.1亿,2.22%,4199.37,4106.27,4197.46,4189.13,1.0,深证系列指数
399317,国证A指,4671.01,-1.71%,-81.47,773.7亿,7970亿,2.20%,4762.73,4657.96,4761.37,4752.48,1.04,深证系列指数
399440,国证钢铁,1500.09,-1.72%,-26.2,13.6亿,69.33亿,2.22%,1529.67,1495.81,1528.93,1526.29,1.02,深证系列指数
399364,中金消费,7960.2,-1.72%,-139.04,28.02亿,647.4亿,2.32%,8129.01,7940.83,8096.15,8099.24,1.01,深证系列指数
399434,国证传媒,2209.75,-1.72%,-38.66,15.98亿,126.4亿,2.30%,2255.35,2203.66,2245.67,2248.41,1.03,深证系列指数
399005,中小板指,6417.32,-1.73%,-113.09,187.4亿,1862亿,2.05%,6535.52,6401.84,6533.82,6530.41,1.04,深证系列指数
399333,中小板R,7139.48,-1.73%,-125.82,32.97亿,478.8亿,2.05%,7270.98,7122.26,7269.08,7265.3,1.02,深证系列指数
399412,国证新能,1916.92,-1.74%,-33.9,31.76亿,348.3亿,2.51%,1958.27,1909.29,1957.96,1950.82,1.05,深证系列指数
399807,高铁产业,1732.07,-1.74%,-30.62,8.7亿,74.91亿,2.92%,1777.8,1726.37,1774.93,1762.69,1.1,深证系列指数
399633,深300EW,5060.3,-1.75%,-90.04,124.3亿,1668亿,2.22%,5160.87,5046.6,5159.03,5150.34,1.05,深证系列指数
399812,养老产业,7777.43,-1.75%,-138.57,19.96亿,419.6亿,2.14%,7929.22,7759.74,7921.31,7916.01,1.01,深证系列指数
399991,一带一路,1707.32,-1.76%,-30.63,50.89亿,513.7亿,2.68%,1748.52,1701.88,1747.14,1737.95,1.14,深证系列指数
399362,民企100,5628.39,-1.76%,-100.85,35.7亿,658.7亿,2.24%,5741.79,5613.51,5741.79,5729.24,1.05,深证系列指数
399380,国证ETF,1384.39,-1.77%,-25.0,81.39亿,175.7亿,2.37%,1413.79,1380.37,1413.43,1409.39,0.88,深证系列指数
399706,深证下游,5912.13,-1.79%,-107.83,32.15亿,598.6亿,2.22%,6026.26,5892.86,6011.16,6019.96,1.01,深证系列指数
399673,创业板50,1351.23,-1.79%,-24.61,13.91亿,230.3亿,2.44%,1380.82,1347.28,1379.73,1375.84,0.97,深证系列指数
399682,深成工业,1029.04,-1.79%,-18.72,27.72亿,255.9亿,2.40%,1051.08,1025.94,1050.76,1047.76,1.17,深证系列指数
399392,国证新兴,2202.47,-1.79%,-40.14,64.87亿,1006亿,2.23%,2246.65,2196.66,2246.46,2242.61,1.08,深证系列指数
399326,成长40,4418.63,-1.79%,-80.33,20.41亿,276.1亿,2.42%,4517.04,4408.12,4512.5,4498.96,1.22,深证系列指数
399699,金融科技,3462.91,-1.81%,-63.68,17.93亿,226.6亿,2.59%,3540.99,3449.72,3537.45,3526.59,1.12,深证系列指数
399657,300绩效,5912.2,-1.81%,-108.94,124.3亿,1668亿,2.19%,6026.48,5894.59,6025.45,6021.14,1.05,深证系列指数
399383,1000工业,2376.94,-1.84%,-44.44,74.05亿,644.4亿,2.68%,2435.23,2370.29,2433.54,2421.38,1.08,深证系列指数
399662,深证高贝,1682.07,-1.84%,-31.5,44.98亿,671亿,2.36%,1717.62,1677.25,1717.32,1713.57,0.98,深证系列指数
399805,互联金融,3017.72,-1.84%,-56.53,28.91亿,425.6亿,2.86%,3094.9,3006.88,3092.04,3074.25,1.06,深证系列指数
399002,深成指R,12374.23,-1.85%,-233.29,146.8亿,1422亿,2.17%,12609.51,12335.76,12609.51,12607.52,1.03,深证系列指数
399001,深证成指,10224.31,-1.86%,-193.94,437.1亿,4451亿,2.17%,10418.71,10192.52,10418.71,10418.24,1.04,深证系列指数
399632,深100EW,4227.43,-1.87%,-80.64,60.8亿,984.8亿,2.32%,4314.97,4214.99,4313.65,4308.07,1.12,深证系列指数
399357,环渤海,3067.6,-1.88%,-58.68,60.15亿,510亿,2.53%,3138.07,3059.06,3137.72,3126.28,1.17,深证系列指数
399370,国证成长,3964.52,-1.89%,-76.32,128.1亿,1606亿,2.41%,4050.24,3953.0,4049.98,4040.84,1.08,深证系列指数
399382,1000材料,2350.45,-1.90%,-45.58,58.57亿,590.3亿,2.24%,2397.67,2343.89,2397.4,2396.03,0.94,深证系列指数
399804,中证体育,1609.49,-1.90%,-31.24,3.23亿,41.57亿,2.62%,1646.09,1603.11,1642.99,1640.73,0.9,深证系列指数
399904,中证200,4045.41,-1.91%,-78.7,92.16亿,1103亿,2.56%,4142.13,4036.63,4139.56,4124.11,1.13,深证系列指数
399614,深证材料,2524.16,-1.91%,-49.1,28.31亿,291.2亿,2.40%,2578.7,2517.05,2577.48,2573.26,0.9,深证系列指数
399638,深证环保,3436.39,-1.91%,-66.93,17.85亿,156.5亿,2.57%,3516.95,3426.98,3515.28,3503.33,1.07,深证系列指数
399239,IT指数,1811.3,-1.93%,-35.66,44.34亿,490.8亿,2.52%,1851.71,1805.13,1850.26,1846.96,1.04,深证系列指数
399675,深互联网,3037.09,-1.93%,-59.86,26.28亿,352.7亿,2.68%,3109.22,3026.13,3106.7,3096.95,0.99,深证系列指数
399311,国证1000,4025.56,-1.93%,-79.29,404.2亿,4472亿,2.40%,4113.15,4014.62,4112.37,4104.85,1.06,深证系列指数
399608,科技100,2310.88,-1.94%,-45.73,27.39亿,429.3亿,2.18%,2356.15,2304.67,2355.81,2356.61,1.0,深证系列指数
399944,内地资源,2501.44,-1.94%,-49.48,42.46亿,318亿,2.04%,2547.31,2495.25,2547.2,2550.92,1.18,深证系列指数
399677,深互联EW,3703.44,-1.94%,-73.14,26.28亿,352.7亿,2.67%,3790.4,3689.53,3787.46,3776.57,0.99,深证系列指数
399631,1000价值,2008.22,-1.95%,-40.0,117.2亿,1162亿,2.36%,2049.59,2001.27,2048.35,2048.22,1.08,深证系列指数
399013,深市精选,4680.84,-1.95%,-92.88,180.2亿,1997亿,2.21%,4772.9,4667.3,4772.49,4773.72,1.07,深证系列指数
399419,国证高铁,1851.13,-1.96%,-37.04,12.94亿,114.2亿,2.90%,1899.67,1844.98,1897.32,1888.17,1.06,深证系列指数
399363,计算机指,4401.9,-1.98%,-88.69,25.25亿,450.8亿,2.29%,4490.96,4388.22,4489.83,4490.59,0.89,深证系列指数
399378,南方低碳,2574.04,-1.99%,-52.31,40.8亿,754.8亿,2.55%,2630.36,2563.44,2627.38,2626.35,1.13,深证系列指数
399694,创业高贝,2477.0,-2.02%,-51.14,17.97亿,273.7亿,2.53%,2531.68,2467.68,2530.69,2528.14,0.95,深证系列指数
399681,深成材料,915.98,-2.02%,-18.91,24.93亿,258.6亿,2.47%,936.64,913.53,936.14,934.89,0.9,深证系列指数
399974,国企改革,1557.35,-2.02%,-32.11,49.16亿,744.8亿,2.51%,1592.56,1552.68,1591.86,1589.46,1.02,深证系列指数
399344,深证300R,5103.51,-2.03%,-105.68,124.3亿,1668亿,2.29%,5207.79,5088.35,5207.79,5209.18,1.05,深证系列指数
399007,深证300,4308.34,-2.04%,-89.6,124.3亿,1668亿,2.29%,4396.38,4295.55,4396.38,4397.95,1.05,深证系列指数
399804,中证体育,1609.49,-1.90%,-31.24,3.23亿,41.57亿,2.62%,1646.09,1603.11,1642.99,1640.73,0.9,深证系列指数
399904,中证200,4045.41,-1.91%,-78.7,92.16亿,1103亿,2.56%,4142.13,4036.63,4139.56,4124.11,1.13,深证系列指数
399614,深证材料,2524.16,-1.91%,-49.1,28.31亿,291.2亿,2.40%,2578.7,2517.05,2577.48,2573.26,0.9,深证系列指数
399638,深证环保,3436.39,-1.91%,-66.93,17.85亿,156.5亿,2.57%,3516.95,3426.98,3515.28,3503.33,1.07,深证系列指数
399239,IT指数,1811.3,-1.93%,-35.66,44.34亿,490.8亿,2.52%,1851.71,1805.13,1850.26,1846.96,1.04,深证系列指数
399675,深互联网,3037.09,-1.93%,-59.86,26.28亿,352.7亿,2.68%,3109.22,3026.13,3106.7,3096.95,0.99,深证系列指数
399311,国证1000,4025.56,-1.93%,-79.29,404.2亿,4472亿,2.40%,4113.15,4014.62,4112.37,4104.85,1.06,深证系列指数
399608,科技100,2310.88,-1.94%,-45.73,27.39亿,429.3亿,2.18%,2356.15,2304.67,2355.81,2356.61,1.0,深证系列指数
399944,内地资源,2501.44,-1.94%,-49.48,42.46亿,318亿,2.04%,2547.31,2495.25,2547.2,2550.92,1.18,深证系列指数
399677,深互联EW,3703.44,-1.94%,-73.14,26.28亿,352.7亿,2.67%,3790.4,3689.53,3787.46,3776.57,0.99,深证系列指数
399631,1000价值,2008.22,-1.95%,-40.0,117.2亿,1162亿,2.36%,2049.59,2001.27,2048.35,2048.22,1.08,深证系列指数
399013,深市精选,4680.84,-1.95%,-92.88,180.2亿,1997亿,2.21%,4772.9,4667.3,4772.49,4773.72,1.07,深证系列指数
399419,国证高铁,1851.13,-1.96%,-37.04,12.94亿,114.2亿,2.90%,1899.67,1844.98,1897.32,1888.17,1.06,深证系列指数
399363,计算机指,4401.9,-1.98%,-88.69,25.25亿,450.8亿,2.29%,4490.96,4388.22,4489.83,4490.59,0.89,深证系列指数
399378,南方低碳,2574.04,-1.99%,-52.31,40.8亿,754.8亿,2.55%,2630.36,2563.44,2627.38,2626.35,1.13,深证系列指数
399694,创业高贝,2477.0,-2.02%,-51.14,17.97亿,273.7亿,2.53%,2531.68,2467.68,2530.69,2528.14,0.95,深证系列指数
399681,深成材料,915.98,-2.02%,-18.91,24.93亿,258.6亿,2.47%,936.64,913.53,936.14,934.89,0.9,深证系列指数
399974,国企改革,1557.35,-2.02%,-32.11,49.16亿,744.8亿,2.51%,1592.56,1552.68,1591.86,1589.46,1.02,深证系列指数
399344,深证300R,5103.51,-2.03%,-105.68,124.3亿,1668亿,2.29%,5207.79,5088.35,5207.79,5209.18,1.05,深证系列指数
399007,深证300,4308.34,-2.04%,-89.6,124.3亿,1668亿,2.29%,4396.38,4295.55,4396.38,4397.95,1.05,深证系列指数
399354,分析师指数,6531.01,-2.24%,-149.31,79.81亿,1277亿,2.68%,6690.87,6512.08,6690.04,6680.32,1.13,深证系列指数
399314,巨潮大盘,4240.07,-2.27%,-98.62,149.9亿,2183亿,2.62%,4342.98,4229.39,4342.98,4338.69,1.08,深证系列指数
399341,深证责任,1727.62,-2.30%,-40.62,39.64亿,694.1亿,2.62%,1768.12,1721.87,1761.54,1768.25,1.08,深证系列指数
399300,沪深300,4025.61,-2.31%,-95.0,189.4亿,2444亿,2.68%,4126.09,4015.47,4125.97,4120.61,1.1,深证系列指数
399235,建筑指数,1439.1,-2.31%,-34.08,9.98亿,81.85亿,2.68%,1474.87,1435.35,1473.9,1473.17,1.18,深证系列指数
399555,央视责任,4637.94,-2.33%,-110.51,31.06亿,435.6亿,2.43%,4742.24,4626.9,4738.24,4748.45,0.96,深证系列指数
399352,深企综指,7769.02,-2.38%,-189.46,53.3亿,832.3亿,2.93%,7972.07,7739.17,7963.79,7958.48,1.0,深证系列指数
399995,基建工程,4870.59,-2.38%,-118.93,22.71亿,172.6亿,3.43%,5030.34,4859.32,5024.26,4989.52,1.17,深证系列指数
399350,皖江30,1692.0,-2.41%,-41.83,7.27亿,83.55亿,2.66%,1734.57,1688.45,1732.33,1733.83,0.89,深证系列指数
399416,I300,3681.07,-2.41%,-90.91,100.1亿,1215亿,2.93%,3782.0,3671.45,3780.35,3771.98,1.0,深证系列指数
399649,中小红利,2785.06,-2.41%,-68.77,14.11亿,174.1亿,2.65%,2852.73,2777.13,2852.73,2853.83,1.26,深证系列指数
399313,巨潮100,4737.36,-2.42%,-117.27,98.6亿,1471亿,2.74%,4858.26,4725.06,4855.69,4854.64,1.09,深证系列指数
399552,央视成长,7844.05,-2.42%,-194.86,25.19亿,488.9亿,2.44%,8022.04,7826.05,8012.42,8038.91,1.08,深证系列指数
399371,国证价值,6528.07,-2.43%,-162.87,160.8亿,1398亿,2.81%,6698.14,6510.3,6698.14,6690.94,1.06,深证系列指数
399703,深证F200,7044.18,-2.45%,-177.01,93.17亿,1170亿,2.71%,7211.91,7016.45,7211.91,7221.18,1.08,深证系列指数
399310,国证50,6344.76,-2.46%,-160.04,63.91亿,1035亿,2.83%,6512.68,6328.64,6502.39,6504.79,1.08,深证系列指数
399417,新能源车,1955.64,-2.47%,-49.59,22.95亿,254.5亿,3.13%,2010.46,1947.66,2010.46,2005.24,1.11,深证系列指数
399391,投资时钟,2744.37,-2.48%,-69.72,49.29亿,654.8亿,2.72%,2814.22,2737.69,2806.12,2814.09,1.18,深证系列指数
399653,深证龙头,2265.02,-2.48%,-57.69,31.61亿,561.9亿,2.68%,2319.53,2257.24,2312.68,2322.71,1.12,深证系列指数
399432,国证汽车,3420.95,-2.48%,-86.82,23.55亿,200.4亿,2.90%,3509.37,3407.62,3509.05,3507.77,1.05,深证系列指数
399903,中证100,4228.97,-2.49%,-107.89,97.19亿,1341亿,2.79%,4338.75,4217.55,4337.64,4336.86,1.07,深证系列指数
399975,证券公司,803.38,-2.49%,-20.48,22.93亿,288.9亿,4.14%,835.39,801.26,833.89,823.86,1.01,深证系列指数
399348,深证价值,6375.67,-2.49%,-162.58,55.43亿,659.3亿,2.71%,6530.97,6353.81,6528.01,6538.26,1.12,深证系列指数
399707,CSSW证券,6551.1,-2.50%,-167.68,21.42亿,268.6亿,4.11%,6810.56,6534.51,6799.0,6718.78,1.02,深证系列指数
399972,300深市,4683.79,-2.53%,-121.37,62.8亿,941.9亿,2.63%,4796.8,4670.56,4794.32,4805.16,1.13,深证系列指数
399437,国证证券,6068.66,-2.53%,-157.69,20亿,247.6亿,4.24%,6318.47,6054.57,6306.62,6226.35,1.02,深证系列指数
399322,国证治理,8564.23,-2.54%,-222.86,44.75亿,821.9亿,2.76%,8785.82,8543.02,8770.13,8787.1,1.02,深证系列指数
399918,300成长,4713.53,-2.55%,-123.4,49.87亿,873亿,2.85%,4839.86,4701.81,4835.73,4836.93,1.29,深证系列指数
399050,创新引擎,2259.77,-2.61%,-60.68,19.59亿,325.3亿,2.89%,2317.95,2250.82,2317.95,2320.45,1.01,深证系列指数
399355,长三角,3831.56,-2.61%,-102.74,25.14亿,425.4亿,3.01%,3943.72,3825.29,3942.23,3934.3,0.98,深证系列指数
399321,国证红利,6701.05,-2.62%,-180.49,52.86亿,835.1亿,2.88%,6884.47,6686.04,6876.22,6881.54,1.02,深证系列指数
399702,深证F120,7339.12,-2.64%,-198.78,67.03亿,886.3亿,2.79%,7521.59,7311.28,7521.59,7537.9,1.12,深证系列指数
399670,深周期50,2758.89,-2.66%,-75.37,35.42亿,372.9亿,3.24%,2842.4,2750.51,2841.66,2834.26,1.13,深证系列指数
399644,深证时钟,3481.66,-2.67%,-95.55,39.17亿,542.9亿,2.80%,3570.39,3470.28,3557.3,3577.21,1.04,深证系列指数
399436,国证煤炭,2930.9,-2.68%,-80.66,19.24亿,108.8亿,3.16%,3019.25,2924.02,3019.1,3011.56,1.48,深证系列指数
399328,深证治理,9968.3,-2.68%,-274.08,15.6亿,393.5亿,2.71%,10211.41,9933.42,10175.79,10242.37,1.21,深证系列指数
399420,国证保证,1476.39,-2.70%,-41.03,19.85亿,355.6亿,4.07%,1534.51,1472.7,1532.45,1517.42,1.09,深证系列指数
399324,深证红利,9677.62,-2.72%,-270.1,24.98亿,483.6亿,2.94%,9934.12,9642.09,9896.82,9947.72,1.23,深证系列指数
399966,800非银,6609.89,-2.73%,-185.71,25.9亿,417.3亿,4.01%,6863.13,6590.87,6856.52,6795.6,0.97,深证系列指数
399402,周期100,3106.14,-2.73%,-87.29,74.69亿,971.6亿,3.31%,3202.52,3096.86,3202.52,3193.43,1.14,深证系列指数
399550,央视50,7097.59,-2.76%,-201.38,26.34亿,574.8亿,2.78%,7288.23,7085.38,7281.85,7298.97,0.98,深证系列指数
399240,金融指数,1149.22,-2.77%,-32.73,12.09亿,118.3亿,3.56%,1188.15,1146.09,1187.2,1181.95,0.84,深证系列指数
399554,央视治理,7254.74,-2.77%,-206.39,28亿,538.9亿,2.79%,7442.73,7234.73,7434.32,7461.13,0.97,深证系列指数
399373,大盘价值,7830.11,-2.78%,-223.89,66.8亿,732.3亿,3.05%,8055.12,7809.58,8055.12,8053.99,1.08,深证系列指数
399369,CBN-兴全,1594.04,-2.79%,-45.81,42.17亿,639.4亿,2.92%,1637.81,1589.86,1637.81,1639.85,1.08,深证系列指数
399701,深证F60,8088.07,-2.80%,-233.26,37.54亿,575亿,2.85%,8294.08,8057.06,8294.08,8321.32,1.04,深证系列指数
399986,中证银行,6734.58,-2.82%,-195.42,25.16亿,218.6亿,3.04%,6931.76,6720.88,6922.42,6930.0,0.83,深证系列指数
399405,大盘高贝,2208.85,-2.88%,-65.53,43.37亿,973.4亿,3.01%,2271.16,2202.72,2271.16,2274.38,1.13,深证系列指数
399431,国证银行,6766.18,-2.89%,-201.59,24.4亿,213.4亿,3.12%,6969.4,6752.17,6958.79,6967.77,0.83,深证系列指数
399387,1000金融,5346.58,-2.91%,-160.4,76.28亿,881.5亿,3.42%,5520.73,5332.6,5518.01,5506.98,0.97,深证系列指数
399976,CS新能车,1674.86,-2.91%,-50.12,4.09亿,102.1亿,2.94%,1720.19,1669.55,1720.15,1724.98,0.96,深证系列指数
399934,中证金融,6627.5,-3.00%,-204.97,73.65亿,875.4亿,3.46%,6844.49,6608.32,6842.26,6832.47,1.01,深证系列指数
399998,中证煤炭,1649.09,-3.01%,-51.14,23.21亿,161.8亿,3.43%,1705.04,1646.65,1703.97,1700.23,1.34,深证系列指数
399990,煤炭等权,2222.5,-3.02%,-69.15,23.21亿,161.8亿,3.45%,2299.15,2220.0,2297.37,2291.65,1.34,深证系列指数
399914,300金融,6854.95,-3.06%,-216.25,55.02亿,719.9亿,3.49%,7082.47,6835.39,7080.38,7071.2,1.01,深证系列指数
399384,1000可选,3562.06,-3.14%,-115.63,43.55亿,462.6亿,3.09%,3665.82,3552.28,3665.82,3677.7,1.05,深证系列指数
399809,保险主题,2511.32,-3.26%,-84.65,9.67亿,174.2亿,3.84%,2600.01,2500.3,2600.0,2595.97,0.93,深证系列指数
399356,珠三角,9855.16,-3.27%,-333.04,27.1亿,623.2亿,3.37%,10164.28,9820.69,10164.28,10188.2,1.11,深证系列指数
399616,深证可选,5709.04,-3.49%,-206.48,25.79亿,307.1亿,3.37%,5890.88,5691.5,5890.88,5915.52,1.03,深证系列指数
399683,深成可选,1732.63,-3.64%,-65.49,26.27亿,312.7亿,3.42%,1788.83,1727.34,1788.83,1798.12,1.04,深证系列指数
399686,深成金融,1761.17,-3.72%,-68.07,16.16亿,179.3亿,3.83%,1827.12,1757.14,1827.09,1829.24,0.95,深证系列指数
399619,深证金融,5612.92,-3.78%,-220.69,11.59亿,146.8亿,3.87%,5826.06,5600.22,5825.04,5833.61,1.06,深证系列指数
399637,深证地产,5138.01,-4.00%,-213.82,11.92亿,117.8亿,3.85%,5333.98,5128.13,5333.98,5351.83,1.21,深证系列指数
399393,国证地产,6843.90,-4.00%,-284.82,22.37亿,227.3亿,3.64%,7084.83,6825.30,7084.83,7128.72,1.22,深证系列指数
399367,巨潮地产,6447.66,-4.26%,-286.73,23.37亿,246.4亿,3.92%,6693.19,6429.31,6693.19,6734.4,1.39,深证系列指数
399241,地产指数,2776.47,-4.40%,-127.71,13.59亿,130.3亿,3.84%,2881.72,2770.16,2881.72,2904.18,1.14,深证系列指数
399965,800地产,7198.44,-4.46%,-335.97,23.02亿,242.7亿,3.99%,7477.03,7176.46,7477.03,7534.41,1.42,深证系列指数
399983,地产等权,7617.95,-5.41%,-435.29,10.41亿,144.5亿,4.84%,7980.40,7590.71,7980.40,8053.23,1.78,深证系列指数
395012,ＬＯＦｓ,-,-,-,508.8万,4.73亿,-,-,-,-,78.0,-,深证系列指数
395004,创业板,-,-,-,1.03亿,1166亿,-,-,-,-,281.0,-,深证系列指数
395002,主板B股,-,-,-,21.25万,1.01亿,-,-,-,-,53.0,-,深证系列指数
395005,存托凭证,-,-,-,-,-,-,-,-,-,0.0,-,深证系列指数
395011,封闭基金,-,-,-,209,185.9万,-,-,-,-,59.0,-,深证系列指数
395032,债券回购,-,-,-,994.4万,994.4亿,-,-,-,-,9.0,-,深证系列指数
395013,ＥＴＦｓ,-,-,-,1962万,36.76亿,-,-,-,-,14.0,-,深证系列指数
395031,国债,-,-,-,10.94万,10.98亿,-,-,-,-,212.0,-,深证系列指数
395021,可转债,-,-,-,36.59万,62.22亿,-,-,-,-,6.0,-,深证系列指数
395022,企业债,-,-,-,-,-,-,-,-,-,102.0,-,深证系列指数
395041,股票权证,-,-,-,-,-,-,-,-,-,0.0,-,深证系列指数
395024,公司债,-,-,-,-,-,-,-,-,-,0.0,-,深证系列指数
